roll_number,department,cgpa,backlogs,internships,technical_skills,technical_skills_count,communication_score,ssc_percentage,hsc_percentage,placement_status,package_offered
ECE20220809,ECE,8.71,1,1,Machine Learning,1,2,80.6,80.3,Placed,9.5
CSE20230810,CSE,8.64,0,1,"JavaScript, Android",2,6,68.3,67.5,Placed,8.9
CSE20240811,CSE,9.06,0,0,"C++, SQL, React, Communication",4,6,78.3,71.6,Placed,9.7
IT20210812,IT,6.38,0,0,"Java, JavaScript",2,5,87.1,61.7,Placed,11
CIVIL20220813,CIVIL,5.62,0,1,"Excel, C++, Django, Machine Learning, Python",5,10,85.2,66.5,Placed,10.2
CSE20230814,CSE,7.65,1,3,Python,1,7,91.1,88,Placed,8.8
ECE20240815,ECE,8.1,0,2,"AWS, Data Structures",2,8,84.7,66.9,Placed,8.1
IT20210816,IT,6.96,1,1,"Android, Communication, Django, Machine Learning",4,5,77.1,65.1,Placed,12
ECE20220817,ECE,7.25,0,1,"Django, JavaScript, Android, Machine Learning, AWS",5,4,74.6,56.3,Placed,11
MECH20230818,MECH,6.61,0,0,"Communication, Data Structures",2,5,87.1,82.7,Placed,9.8
IT20240819,IT,6.9,0,1,"SQL, Communication",2,7,70.9,74.8,Not Placed,
ECE20210820,ECE,5.95,0,1,"Data Structures, Android, C++, Django, Java",5,6,87.8,71.1,Not Placed,
CSE20220821,CSE,8.49,1,0,"Django, Android, Flask, SQL",4,6,88.7,62.7,Not Placed,
ECE20230822,ECE,6.61,0,0,"Java, Python, SQL, AWS",4,7,66.6,73.1,Placed,11.3
IT20240823,IT,7.44,0,0,"SQL, Android, React, Java",4,8,73.6,74,Placed,12.7
CSE20210824,CSE,6.4,0,0,"Machine Learning, JavaScript, Django, AWS, React",5,5,76.7,64.3,Not Placed,
CSE20220825,CSE,7.42,0,0,Data Structures,1,4,74.3,63.3,Placed,11.6
ECE20230826,ECE,5.64,0,0,"C++, SQL",2,6,81.5,69.3,Placed,11.2
ECE20240827,ECE,5.5,0,1,"AWS, Java, Python",3,2,80.6,73.4,Not Placed,
MECH20210828,MECH,7.52,0,1,"React, JavaScript, Android, Data Structures",4,6,75.4,64.6,Placed,12.6
ECE20220829,ECE,7.63,1,0,"Flask, Django, JavaScript, Excel, AWS",5,6,77.6,69.1,Placed,10
ECE20230830,ECE,5.86,0,1,"C++, Java",2,3,69.4,66.4,Not Placed,
CSE20240831,CSE,6.57,0,0,"Excel, C++",2,7,92.1,88.1,Placed,7.7
ECE20210832,ECE,5.77,0,1,"Flask, C++, JavaScript, Data Structures",4,7,98.3,75.8,Not Placed,
ECE20220833,ECE,6.96,0,0,Excel,1,7,83.5,73.2,Placed,11.5
IT20230834,IT,7.13,0,1,Excel,1,6,80,75.8,Not Placed,
CIVIL20240835,CIVIL,7.62,0,1,"Android, Excel",2,4,72.4,62.9,Not Placed,
ECE20210836,ECE,6.43,0,0,"JavaScript, React",2,9,80.6,74,Placed,11.2
CIVIL20220837,CIVIL,5.7,0,0,"Android, Machine Learning, JavaScript, Data Structures, AWS",5,5,70.6,89.2,Not Placed,
CIVIL20230838,CIVIL,7.71,1,0,"Java, AWS, Communication, React, SQL",5,7,81.9,88.2,Placed,12.9
MECH20240839,MECH,7.02,0,0,Django,1,4,98.2,87.3,Placed,10.3
EEE20210840,EEE,7.77,0,0,"Flask, SQL, Machine Learning, AWS",4,5,78.9,71.8,Placed,13.1
EEE20220841,EEE,6.29,0,1,Python,1,4,69.7,72.9,Not Placed,
CSE20230842,CSE,8.46,0,0,Data Structures,1,4,79.2,70.1,Placed,12.1
MECH20240843,MECH,5.77,0,1,Android,1,8,60.5,65.6,Placed,8.2
CSE20210844,CSE,8.13,0,0,"Django, Data Structures",2,7,75.3,69.7,Placed,10.1
ECE20220845,ECE,6.61,1,2,"AWS, Communication",2,10,68.3,75.8,Placed,9.5
CIVIL20230846,CIVIL,8.92,1,1,SQL,1,6,75,78.5,Placed,11.7
CIVIL20240847,CIVIL,6.48,0,3,"Data Structures, Flask, Excel",3,6,76.9,83.8,Placed,12.1
EEE20210848,EEE,7.48,0,0,JavaScript,1,8,59.6,64.9,Not Placed,
CIVIL20220849,CIVIL,6.75,0,3,"JavaScript, Data Structures, Flask, SQL",4,5,77.1,68.6,Placed,10.7
ECE20230850,ECE,8.04,0,0,C++,1,5,86.9,84.9,Placed,10.4
ECE20240851,ECE,7.65,3,2,"Machine Learning, Excel, Android",3,3,77.1,76.2,Not Placed,
MECH20210852,MECH,7.15,1,1,"Python, React",2,4,79,84.8,Not Placed,
CSE20220853,CSE,6.58,0,2,"Java, SQL, Django, React",4,8,66.9,70.3,Placed,11.3
EEE20230854,EEE,5.07,0,1,JavaScript,1,5,83.4,79,Placed,7.9
ECE20240855,ECE,7.18,0,2,"Data Structures, Python",2,7,70,87.2,Placed,9.8
CIVIL20210856,CIVIL,6.63,0,0,"SQL, Excel",2,7,86.8,71.1,Placed,8.4
EEE20220857,EEE,7.06,0,2,"Django, Machine Learning, Flask, C++, Python",5,4,80.8,81.5,Placed,10
CIVIL20230858,CIVIL,7.32,1,2,Python,1,5,83.8,84.1,Not Placed,
MECH20240859,MECH,6.19,1,1,React,1,6,61.7,66.2,Not Placed,
CIVIL20210860,CIVIL,8.08,0,1,"Communication, Data Structures, SQL, AWS, Django",5,8,86.8,73.8,Placed,11.8
CSE20220861,CSE,8.49,0,1,"Machine Learning, C++, Flask, AWS, Django",5,8,63.6,64,Placed,12.8
CIVIL20230862,CIVIL,5.88,0,0,"SQL, Data Structures, Flask, Django, JavaScript",5,7,82.5,63.1,Placed,10.8
IT20240863,IT,7.92,0,0,Excel,1,4,71.2,88.8,Not Placed,
ECE20210864,ECE,6.55,0,1,"Data Structures, React, Machine Learning",3,5,70.7,82.3,Not Placed,
CSE20220865,CSE,7.65,1,3,"AWS, Android",2,4,79.9,75.7,Not Placed,
EEE20230866,EEE,6.28,0,2,"JavaScript, Communication, SQL, AWS",4,6,81,75.1,Placed,13.4
IT20240867,IT,6.17,0,0,Machine Learning,1,7,76.8,70.5,Placed,8.1
EEE20210868,EEE,6.55,0,1,"SQL, Communication, Python, Flask",4,4,68,74.2,Placed,10
CSE20220869,CSE,6.64,2,0,"Excel, SQL, Java, JavaScript, Flask",5,8,85.7,78,Placed,13.7
CSE20230870,CSE,8.28,0,2,"Python, Java, SQL, Android, JavaScript",5,6,76.7,86.1,Placed,11.9
EEE20240871,EEE,7.92,2,2,"AWS, Java, Python",3,8,75.6,67.7,Placed,12.9
ECE20210872,ECE,7.72,0,0,"Communication, JavaScript, Data Structures",3,7,73,79.5,Placed,8.6
ECE20220873,ECE,6.17,3,1,"Django, Android, Flask",3,3,70.6,73.7,Not Placed,
EEE20230874,EEE,6.4,0,3,"C++, JavaScript, Flask, Django",4,5,79,94.2,Placed,13.3
ECE20240875,ECE,6.62,3,1,"Android, Django, Flask",3,3,83.4,75.7,Not Placed,
IT20210876,IT,8.28,0,1,"C++, Data Structures, Communication, SQL",4,7,80.3,89.2,Not Placed,
MECH20220877,MECH,6.89,0,0,"JavaScript, AWS, C++, Machine Learning, Data Structures",5,6,66.8,75.5,Placed,10.9
IT20230878,IT,7.46,0,2,"AWS, Excel",2,6,67.9,81.9,Placed,10.3
MECH20240879,MECH,7.48,0,1,"Flask, Django, Data Structures",3,9,75.9,73.9,Placed,8.6
MECH20210880,MECH,7.94,0,1,"Machine Learning, Java, Flask",3,4,84.6,68.5,Placed,12.9
CSE20220881,CSE,7.08,3,1,"C++, Excel, Django, SQL",4,6,74.4,78.3,Not Placed,
EEE20230882,EEE,6.71,2,3,"Android, React, JavaScript, Communication, Flask",5,5,78.4,99,Not Placed,
IT20240883,IT,7.51,0,0,"JavaScript, AWS, SQL, C++",4,7,84.3,77.3,Placed,11.2
MECH20210884,MECH,7.71,0,1,"Flask, C++",2,5,99,66.3,Placed,12.9
CSE20220885,CSE,5.88,0,2,"React, Data Structures, JavaScript, Python, Machine Learning",5,6,87.8,58.8,Placed,12
EEE20230886,EEE,6.02,1,2,"Data Structures, Excel, SQL, Java, Django",5,6,89.7,69.5,Placed,11.3
IT20240887,IT,7,0,2,"React, C++, Python",3,8,79.7,77.4,Placed,13.2
IT20210888,IT,7.32,0,0,"Java, Flask",2,7,90.3,86.8,Placed,12.3
ECE20220889,ECE,5.94,0,0,"React, SQL, JavaScript, Python",4,5,87.1,76.4,Placed,11.1
CIVIL20230890,CIVIL,6.7,2,3,"Django, Android, Communication",3,7,77.3,72.1,Placed,11.2
MECH20240891,MECH,7.8,3,1,"Communication, Android, Excel",3,8,75.9,79.4,Placed,10.5
MECH20210892,MECH,7.01,1,1,"Data Structures, C++",2,4,66,76.4,Not Placed,
IT20220893,IT,7.26,0,1,"Data Structures, React, JavaScript, Android",4,5,85.3,80.8,Placed,9.9
ECE20230894,ECE,6.47,0,1,"AWS, SQL",2,7,86.9,69.7,Placed,8
IT20240895,IT,7.78,0,3,"Python, Django, AWS",3,5,76.6,76.2,Placed,12.1
IT20210896,IT,6.72,2,0,"JavaScript, Django, Data Structures",3,9,76.6,74.1,Placed,11
CIVIL20220897,CIVIL,8.16,0,1,"C++, Android, Excel, Communication",4,4,77.3,78.2,Placed,11.9
ECE20230898,ECE,8.1,0,1,"Excel, AWS, Communication",3,7,84.3,67.4,Not Placed,
ECE20240899,ECE,7.94,0,0,"C++, Communication, AWS, SQL, Data Structures",5,5,82.4,63.7,Placed,10
IT20210900,IT,6.29,0,2,"Machine Learning, Communication, React, Data Structures",4,6,75.5,81.4,Placed,11.5
EEE20220901,EEE,9.28,0,1,"Data Structures, SQL, Excel",3,6,82.5,78.4,Placed,14.3
CIVIL20230902,CIVIL,7.35,0,2,"Data Structures, Flask",2,8,77.5,75.6,Placed,11.5
EEE20240903,EEE,6.29,2,1,"SQL, Communication, Django, Java, Android",5,7,55.4,71.5,Placed,11.7
ECE20210904,ECE,8.39,3,0,"Excel, Android, React, Django",4,7,80.9,67.3,Not Placed,
CSE20220905,CSE,8.38,0,1,React,1,6,82.4,77.5,Placed,8.6
EEE20230906,EEE,6.71,0,0,"React, Data Structures, Java",3,6,59.9,74.1,Not Placed,
ECE20240907,ECE,7.84,1,1,"Android, Data Structures, Flask, Java, Machine Learning",5,3,76.7,69.8,Not Placed,
ECE20210908,ECE,6.4,0,0,"Excel, AWS, JavaScript",3,7,53.3,78.6,Placed,10.9
IT20220909,IT,7.53,0,1,"C++, Communication, Flask",3,8,72.9,55,Placed,13.7
CIVIL20230910,CIVIL,5.5,0,0,"SQL, AWS, Django",3,5,82.8,67.3,Not Placed,
EEE20240911,EEE,7.25,0,1,"Flask, C++, JavaScript, Data Structures, React",5,5,83.8,79.7,Placed,10.5
CIVIL20210912,CIVIL,6.48,2,1,"Django, JavaScript, Data Structures, Java, Excel",5,8,80.5,67,Placed,11.5
MECH20220913,MECH,6.83,0,2,"JavaScript, Python, Android, C++",4,5,84.8,65.5,Placed,12.5
EEE20230914,EEE,7.91,0,1,"Machine Learning, AWS, JavaScript, Excel",4,8,82.5,69.8,Placed,12.2
IT20240915,IT,6.84,0,0,"Python, SQL, Android",3,9,77.2,59.6,Placed,8.5
IT20210916,IT,7.57,0,2,"SQL, Communication, AWS",3,8,60.5,79.2,Placed,10.7
EEE20220917,EEE,7.6,0,0,"AWS, JavaScript",2,5,70.9,77.6,Not Placed,
EEE20230918,EEE,8,0,0,Machine Learning,1,5,90.1,83.3,Placed,8.4
MECH20240919,MECH,5.16,0,0,"Django, React, Data Structures, Machine Learning, AWS",5,7,73.2,83.4,Placed,13.5
CSE20210920,CSE,7.59,0,0,"C++, Excel, Flask, SQL",4,8,75.9,69.1,Placed,12.9
CIVIL20220921,CIVIL,6.48,0,1,"Communication, C++, Android, JavaScript",4,6,68.5,73.2,Not Placed,
EEE20230922,EEE,6.2,0,0,"Machine Learning, JavaScript, Data Structures, React, AWS",5,4,74.4,75.5,Placed,12.5
ECE20240923,ECE,6.82,0,1,"React, JavaScript, SQL",3,6,91.5,61.6,Placed,7.3
IT20210924,IT,7.99,0,1,"Python, Excel, React, Java",4,6,82.5,73.5,Placed,11
IT20220925,IT,7.83,0,0,"AWS, Data Structures, Communication, Android",4,5,72.9,66,Placed,13.7
CIVIL20230926,CIVIL,7.28,2,0,"Django, JavaScript, Android",3,6,64.1,97,Not Placed,
CSE20240927,CSE,6.78,0,3,"Flask, Django",2,4,84,81.8,Not Placed,
EEE20210928,EEE,5.85,0,2,Communication,1,10,79.1,68.6,Placed,6.3
ECE20220929,ECE,7.18,0,0,"Android, Python, Data Structures, Django, AWS",5,5,73.1,65.1,Placed,12.9
CIVIL20230930,CIVIL,7.59,0,2,"Django, JavaScript",2,9,86.4,76.5,Placed,11.5
IT20240931,IT,7.32,0,1,"SQL, Java, Excel, Django, Data Structures",5,6,80.4,70.4,Placed,12.9
IT20210932,IT,8.06,0,2,"Flask, React, JavaScript, Data Structures, SQL",5,7,80.7,79.8,Placed,11.1
ECE20220933,ECE,6.59,1,1,"Machine Learning, Data Structures",2,8,91,57.4,Not Placed,
MECH20230934,MECH,7.07,0,0,"C++, Data Structures, Communication",3,4,69.2,75.3,Not Placed,
ECE20240935,ECE,8.08,0,0,"C++, JavaScript, Android, Flask",4,4,79.7,75.3,Placed,17
MECH20210936,MECH,7.83,1,1,"C++, Excel, Data Structures, Machine Learning",4,8,79.5,82.7,Not Placed,
EEE20220937,EEE,7.5,3,1,"Android, Machine Learning, Communication",3,4,78.3,77.6,Placed,13.4
CIVIL20230938,CIVIL,6.07,0,3,"React, Communication",2,7,83.2,70.6,Placed,11
MECH20240939,MECH,7.83,0,0,"SQL, JavaScript, Python",3,10,84.5,97.3,Placed,10.9
CIVIL20210940,CIVIL,6.82,0,3,"Java, C++, AWS, SQL",4,8,73.2,71.6,Placed,13
EEE20220941,EEE,7.65,1,1,"Communication, Android, Java, Django, Data Structures",5,6,90.2,73.2,Placed,12.6
ECE20230942,ECE,5.53,0,0,"Java, AWS, Excel",3,9,73.2,72,Not Placed,
ECE20240943,ECE,5.9,1,0,Machine Learning,1,6,82.7,71.8,Not Placed,
EEE20210944,EEE,6.55,0,2,"C++, Java",2,9,73.3,70.4,Not Placed,
IT20220945,IT,7.32,0,2,"JavaScript, SQL",2,5,67.7,80.5,Not Placed,
IT20230946,IT,6.49,1,0,"Flask, Data Structures, SQL",3,5,76.1,70.6,Placed,10.2
ECE20240947,ECE,7.17,0,0,"Android, JavaScript, Flask, Python",4,6,89.1,65.3,Not Placed,
MECH20210948,MECH,7.68,1,1,"C++, SQL, Data Structures",3,5,76.8,82.2,Not Placed,
MECH20220949,MECH,6.99,0,3,"Java, C++, JavaScript, Machine Learning",4,6,76,85.5,Placed,10.7
CSE20230950,CSE,7.59,0,1,"Machine Learning, Communication, Java, AWS",4,7,83,85.3,Placed,11.9
EEE20240951,EEE,7.59,0,1,"React, Android",2,6,81.8,79,Placed,10.9
MECH20210952,MECH,7.61,0,1,"Android, React, Machine Learning",3,5,81.8,67,Placed,13.2
EEE20220953,EEE,7.06,0,1,"Excel, C++, React, Python, SQL",5,3,88,84.3,Placed,13
MECH20230954,MECH,6.36,0,1,"Java, Communication, Data Structures, AWS, SQL",5,5,78.7,95.9,Placed,10.1
MECH20240955,MECH,6.37,0,2,"Flask, Excel, Python, JavaScript",4,8,75.9,79.4,Placed,12.2
CSE20210956,CSE,6.69,3,3,"Android, Python, SQL, Java",4,8,81.4,73.6,Not Placed,
IT20220957,IT,6.84,0,0,"JavaScript, Data Structures, Java, Machine Learning, Android",5,5,79.7,78.8,Placed,10.8
CSE20230958,CSE,7.06,0,0,"React, Java, Android",3,7,78,72.7,Placed,9.5
MECH20240959,MECH,6.24,0,1,Communication,1,6,71.1,77.5,Placed,10.4
CIVIL20210960,CIVIL,7.44,0,1,"React, Flask, Django, C++, Android",5,7,57.7,79,Placed,10.1
CIVIL20220961,CIVIL,8.2,0,0,"Android, Flask, AWS, C++",4,5,89.4,67.7,Not Placed,
MECH20230962,MECH,7.81,1,2,React,1,8,83.4,84.5,Placed,11.8
CIVIL20240963,CIVIL,7.7,0,2,"Java, C++, React, Data Structures, Excel",5,6,77.8,78.1,Placed,15.9
CIVIL20210964,CIVIL,8.07,0,3,"React, Data Structures, Communication, Android",4,6,83.8,58.7,Placed,10.6
EEE20220965,EEE,8.49,0,0,Communication,1,4,74.4,65.3,Placed,13.5
EEE20230966,EEE,7.19,0,2,"Data Structures, JavaScript, Excel, React",4,6,71.5,85.8,Not Placed,
IT20240967,IT,8.14,0,1,"Excel, Flask, Python, SQL, Android",5,5,74.1,72.9,Placed,13.4
ECE20210968,ECE,8.14,0,0,"Django, Android, Java, Excel, Machine Learning",5,6,71,76.5,Placed,14.1
EEE20220969,EEE,8.4,0,1,"AWS, Django",2,6,75.9,73.5,Placed,10.4
CIVIL20230970,CIVIL,7.64,0,0,"Machine Learning, React, Excel, Android",4,5,73.1,79.8,Not Placed,
ECE20240971,ECE,7.49,1,0,Machine Learning,1,7,60.3,69.1,Not Placed,
MECH20210972,MECH,9.29,0,1,"Android, Data Structures, Excel, SQL, Flask",5,8,88.9,72.9,Placed,9.9
EEE20220973,EEE,5.47,2,0,"Data Structures, Flask, Excel, Python",4,6,79.1,90.6,Not Placed,
CIVIL20230974,CIVIL,6.99,0,1,"Excel, Android",2,4,66.1,63.6,Placed,11.2
ECE20240975,ECE,8.16,2,3,"Machine Learning, Data Structures, Android, React",4,7,74.1,67.6,Placed,12.3
MECH20210976,MECH,8.39,0,2,"React, Excel",2,3,68.8,72.8,Placed,13.6
CIVIL20220977,CIVIL,7.59,0,3,"React, Machine Learning, Flask, Python",4,6,78.8,86,Placed,10.1
CSE20230978,CSE,8.3,0,1,"Android, AWS, React",3,6,79.3,82.8,Placed,11
CIVIL20240979,CIVIL,6.36,0,3,"Communication, React, Python, Excel, AWS",5,4,84.8,76.1,Placed,9.2
EEE20210980,EEE,6.42,0,1,"SQL, Machine Learning, Java",3,6,85.4,74.2,Not Placed,
CIVIL20220981,CIVIL,7.74,0,3,"Django, Java, Data Structures",3,6,72.7,69.7,Placed,12.5
CSE20230982,CSE,6.94,0,1,"Java, JavaScript, C++, Python, Communication",5,8,68.8,53.4,Placed,9.6
IT20240983,IT,7.44,1,2,"Excel, SQL, AWS, Communication, Android",5,7,88.9,75.3,Placed,13.5
CSE20210984,CSE,8.2,0,2,"JavaScript, Django, Python, Android",4,8,81.4,83.6,Not Placed,
MECH20220985,MECH,5.96,1,2,"Java, React, Flask, SQL",4,5,68.1,66.6,Placed,10.9
MECH20230986,MECH,8.45,0,1,"JavaScript, Java",2,5,76.2,81.7,Placed,10.7
IT20240987,IT,5.51,0,2,"Python, React",2,6,91.4,76.4,Placed,13.1
CSE20210988,CSE,6.84,1,2,"JavaScript, Communication, AWS",3,7,75.9,63.6,Placed,11.7
CIVIL20220989,CIVIL,6.68,0,3,"Java, AWS, C++, Data Structures, Excel",5,8,76.8,75.3,Placed,9.3
MECH20230990,MECH,8.05,2,0,"SQL, Flask, JavaScript, Data Structures, Android",5,5,81.4,80,Placed,11.2
MECH20240991,MECH,7.99,3,1,"C++, Python, Java, AWS, SQL",5,7,85.1,76.9,Placed,11.7
CSE20210992,CSE,7.09,0,2,"AWS, Flask, SQL, Data Structures",4,6,80.6,84,Placed,9.8
CSE20220993,CSE,6.81,0,0,"Machine Learning, Flask, C++, Communication, JavaScript",5,6,82.1,89,Placed,11.8
CSE20230994,CSE,7.48,1,2,"Django, React, AWS, Python, SQL",5,8,63.7,81.1,Placed,12.5
CSE20240995,CSE,7.93,0,0,"Python, Flask",2,7,75.9,75.8,Placed,10
IT20210996,IT,5.81,1,3,"Flask, Java, Python, Data Structures, Android",5,5,81.6,85.5,Placed,11
EEE20220997,EEE,7.66,2,1,"Machine Learning, Excel, C++, Flask, Java",5,8,84.9,82.3,Placed,12.5
MECH20230998,MECH,7.52,2,0,Data Structures,1,8,85.5,66.7,Placed,11.8
EEE20240999,EEE,5.65,1,0,"Machine Learning, Python, JavaScript, Flask",4,5,77.6,86.8,Not Placed,
MECH20211000,MECH,6.29,0,2,"JavaScript, Django",2,5,88.5,75.7,Not Placed,
CIVIL20221001,CIVIL,7.24,0,1,"Flask, Data Structures, Java",3,7,77.9,72,Placed,11.2
MECH20231002,MECH,6.45,0,3,"C++, AWS, Data Structures, React, JavaScript",5,6,90.6,79.4,Placed,9
CSE20241003,CSE,6.47,1,2,"Python, Communication, Data Structures, JavaScript",4,9,73.5,73.3,Placed,9.8
MECH20211004,MECH,6.22,2,1,"Python, C++, SQL, Java, Machine Learning",5,7,74.6,85.8,Not Placed,
EEE20221005,EEE,7.41,0,0,"AWS, Data Structures, Excel, Python",4,5,80.6,73.3,Placed,10.4
MECH20231006,MECH,7.16,0,2,"Django, Android",2,5,66.5,70.8,Not Placed,
EEE20241007,EEE,8.31,1,1,"Machine Learning, React, Android, Java",4,5,66.4,76.7,Placed,13.5
ECE20211008,ECE,7.87,0,0,Machine Learning,1,8,72,87,Placed,9.7
MECH20221009,MECH,6.8,3,3,"AWS, Python",2,6,77.9,70.5,Placed,11
CIVIL20231010,CIVIL,6.1,1,1,"Excel, Machine Learning",2,8,58.3,72.3,Not Placed,
EEE20241011,EEE,6.63,0,2,"JavaScript, Communication, Excel, Machine Learning, Python",5,5,73,66.2,Placed,11.1
EEE20211012,EEE,7.14,0,3,"AWS, Django, Machine Learning, Python, Android",5,5,89.8,76.6,Placed,13.7
MECH20221013,MECH,6.54,0,2,"Machine Learning, Data Structures, Django, C++",4,2,76.6,82.3,Placed,12.2
MECH20231014,MECH,7.19,0,3,"JavaScript, Excel, C++",3,9,79.5,72.1,Placed,10.4
ECE20241015,ECE,7.84,0,3,"Flask, AWS, Django, React, Python",5,5,69.5,82.9,Placed,13.4
MECH20211016,MECH,8,0,0,"Django, Python, AWS, Android, Flask",5,8,85.9,75.2,Placed,12.8
EEE20221017,EEE,7.16,3,0,"Android, C++",2,6,84,86.7,Not Placed,
IT20231018,IT,7.6,0,1,JavaScript,1,7,89.6,80,Not Placed,
ECE20241019,ECE,7.77,0,2,"Excel, SQL, Flask, Communication",4,4,79.1,78.5,Placed,11.4
EEE20211020,EEE,6.97,0,1,Android,1,6,77,68.8,Placed,9.6
EEE20221021,EEE,7.28,0,2,"C++, Flask, Communication",3,7,83.1,86.4,Placed,12.5
IT20231022,IT,8.05,0,2,"Android, Django, SQL, Machine Learning, C++",5,3,82.1,85.8,Not Placed,
CIVIL20241023,CIVIL,7.52,3,1,SQL,1,5,78.7,70.6,Not Placed,
MECH20211024,MECH,6.97,0,1,"React, Data Structures, SQL",3,6,82.5,76.1,Not Placed,
MECH20221025,MECH,6.08,0,0,React,1,7,86.5,64.7,Not Placed,
CSE20231026,CSE,5.82,0,2,React,1,8,79.8,65.7,Not Placed,
IT20241027,IT,8.25,0,1,"Flask, Machine Learning, Communication",3,7,68.3,72.8,Placed,9.5
MECH20211028,MECH,7.19,0,0,"Data Structures, Flask",2,7,81,70.5,Placed,13.2
CSE20221029,CSE,6.98,0,2,"JavaScript, React, Python, Java",4,6,86.2,64.4,Placed,11.8
CSE20231030,CSE,7.1,0,1,"Android, Communication",2,5,78.7,73.4,Placed,10.3
CSE20241031,CSE,6.4,0,2,"Python, Django, Data Structures, React",4,5,85.9,87.5,Not Placed,
CSE20211032,CSE,8.23,0,1,"AWS, Android, SQL",3,7,75.7,73.6,Placed,13
IT20221033,IT,5.67,3,1,"Java, Data Structures, Android, Machine Learning",4,7,87.3,85.3,Placed,11.2
ECE20231034,ECE,9.33,2,1,"Data Structures, Python, Flask",3,5,83.2,82.6,Placed,12
ECE20241035,ECE,6,2,2,"Python, Java, JavaScript, Android, Machine Learning",5,9,77.2,75.2,Placed,10.3
IT20211036,IT,6.29,0,1,"React, Python, Data Structures, Machine Learning",4,5,81.2,66.2,Not Placed,
CIVIL20221037,CIVIL,8.11,1,2,"Django, Python, C++",3,6,85,82.3,Not Placed,
MECH20231038,MECH,7.94,0,2,"SQL, Machine Learning, AWS, C++, Communication",5,8,70.4,69.8,Placed,12.5
EEE20241039,EEE,7.32,0,2,"Java, Android, Python, C++, Flask",5,8,73.3,67.1,Placed,11.4
CSE20211040,CSE,6.96,1,0,Android,1,5,75.5,72.2,Not Placed,
CIVIL20221041,CIVIL,8.01,0,0,"Android, Data Structures, Django, SQL, Java",5,5,89.6,70.8,Placed,14
MECH20231042,MECH,6.03,0,1,Excel,1,7,75,75.3,Not Placed,
EEE20241043,EEE,7.11,1,0,"Django, AWS",2,5,88.9,84.6,Not Placed,
EEE20211044,EEE,8.67,0,1,"SQL, AWS, Python, Android",4,8,80.1,74.8,Placed,9.9
EEE20221045,EEE,6.79,3,0,Java,1,6,65.2,80.9,Not Placed,
EEE20231046,EEE,7.95,0,2,Excel,1,7,80.4,78.2,Not Placed,
ECE20241047,ECE,7.29,0,1,"C++, Python",2,6,76.6,72.6,Placed,11.9
CIVIL20211048,CIVIL,9.13,0,0,"Communication, C++, Android, Flask",4,8,80,82.8,Placed,11.8
EEE20221049,EEE,6.64,0,1,Flask,1,4,82.5,80.5,Not Placed,
CIVIL20231050,CIVIL,8.37,0,1,"Flask, Communication, Android",3,8,77.5,66.2,Placed,14.3
ECE20241051,ECE,8.69,1,0,"AWS, Android, C++, Excel",4,4,89.9,73.8,Placed,11.8
MECH20211052,MECH,6.41,1,3,"JavaScript, Flask, Java, Django, Python",5,8,85.3,67.5,Placed,13.4
IT20221053,IT,7.25,0,0,"AWS, Flask, Excel",3,6,84.5,75,Not Placed,
EEE20231054,EEE,6.42,0,3,"Python, React, SQL",3,7,69.6,68.9,Placed,9.3
ECE20241055,ECE,7.27,0,0,"Excel, Data Structures",2,5,75.9,49.2,Not Placed,
CIVIL20211056,CIVIL,7.55,2,0,"Machine Learning, Android",2,7,73.1,77.7,Placed,12.1
MECH20221057,MECH,8.65,3,1,Android,1,2,70.2,77.5,Placed,9.4
ECE20231058,ECE,6.3,0,2,"JavaScript, Data Structures",2,7,80.9,73.9,Placed,9.1
MECH20241059,MECH,6.94,0,3,"Flask, Django, Excel, JavaScript",4,6,73.8,58.6,Placed,9.7
CSE20211060,CSE,6.04,2,0,"Communication, SQL, C++, Python",4,6,80.7,68,Not Placed,
EEE20221061,EEE,6.91,0,0,Django,1,7,71.9,65.8,Placed,12
EEE20231062,EEE,7.87,2,3,"Machine Learning, Communication, SQL",3,6,72.8,80.3,Placed,13.2
IT20241063,IT,6.2,0,1,"Python, SQL, JavaScript, Communication, Django",5,5,89,75.6,Placed,14.1
EEE20211064,EEE,8.19,0,1,"Python, Flask, React, Communication",4,9,69.1,66,Placed,15
ECE20221065,ECE,8.54,1,3,"Excel, Android, C++, React, JavaScript",5,2,77.8,72.8,Not Placed,
CIVIL20231066,CIVIL,7.99,0,0,"Android, JavaScript",2,5,86.7,70.6,Placed,12.1
ECE20241067,ECE,7.78,0,0,"Communication, Machine Learning",2,4,95.9,67.7,Placed,10.7
ECE20211068,ECE,6.26,0,0,"Data Structures, Communication, C++, React",4,6,85.2,57.1,Placed,8.7
EEE20221069,EEE,8.44,0,2,Java,1,8,70.3,75.7,Placed,14.9
MECH20231070,MECH,7.85,0,0,"AWS, Flask",2,8,74.3,86.9,Not Placed,
CSE20241071,CSE,6.58,3,2,"JavaScript, SQL",2,8,73.9,68.1,Placed,12
MECH20211072,MECH,7.82,0,2,"Python, Machine Learning, Java, Django",4,5,87.2,71.2,Placed,13
CIVIL20221073,CIVIL,7.35,1,1,"Machine Learning, Django, Java, Python, AWS",5,7,61.8,73.9,Not Placed,
CSE20231074,CSE,7.03,0,2,"AWS, React, SQL, Excel",4,6,81.8,85.7,Placed,11
EEE20241075,EEE,7.47,1,2,"AWS, Android",2,6,75.1,96.1,Placed,12.1
